webtitle,sectionname,publisheddate,webUrl,apiUrl
"The Guardian view on climate breakdown: an emergency for all, but especially the poor | Editorial",commentisfree,2019-07-31T17:30:57Z,https://www.theguardian.com/commentisfree/2019/jul/31/the-guardian-view-on-climate-breakdown-an-emergency-for-all-but-especially-the-poor,https://content.guardianapis.com/commentisfree/2019/jul/31/the-guardian-view-on-climate-breakdown-an-emergency-for-all-but-especially-the-poor
Humanists are being persecuted too | Letter,world,2019-07-19T16:24:18Z,https://www.theguardian.com/world/2019/jul/19/humanists-are-being-persecuted-too,https://content.guardianapis.com/world/2019/jul/19/humanists-are-being-persecuted-too
Bangladesh prepares to move Rohingya to island at risk of floods and cyclones,global-development,2019-07-19T05:01:08Z,https://www.theguardian.com/global-development/2019/jul/19/bangladesh-prepares-to-move-rohingya-to-island-at-risk-of-floods-and-cyclones,https://content.guardianapis.com/global-development/2019/jul/19/bangladesh-prepares-to-move-rohingya-to-island-at-risk-of-floods-and-cyclones
Britain's ethnic pay gap: workers of Bangladeshi heritage paid least,inequality,2019-07-09T16:29:33Z,https://www.theguardian.com/inequality/2019/jul/09/ethnic-pay-gap-bangladeshi-workers-earn-fifth-less-white-britons,https://content.guardianapis.com/inequality/2019/jul/09/ethnic-pay-gap-bangladeshi-workers-earn-fifth-less-white-britons
The living hell of young girls enslaved in Bangladesh's brothels,global-development,2019-07-06T14:33:00Z,https://www.theguardian.com/global-development/2019/jul/06/living-hell-of-bangladesh-brothels-sex-trafficking,https://content.guardianapis.com/global-development/2019/jul/06/living-hell-of-bangladesh-brothels-sex-trafficking
"Bangladeshi migrants in Tunisia forced to return home, aid groups claim",world,2019-06-25T11:15:17Z,https://www.theguardian.com/world/2019/jun/25/bangladeshi-migrants-in-tunisia-forced-to-return-home-aid-groups-claim,https://content.guardianapis.com/world/2019/jun/25/bangladeshi-migrants-in-tunisia-forced-to-return-home-aid-groups-claim
"Migrants stranded at sea for three weeks now risk deportation, aid groups warn",global-development,2019-06-19T13:11:21Z,https://www.theguardian.com/global-development/2019/jun/19/migrants-stranded-at-sea-for-three-weeks-now-face-deportation-aid-groups-warn-tunisia,https://content.guardianapis.com/global-development/2019/jun/19/migrants-stranded-at-sea-for-three-weeks-now-face-deportation-aid-groups-warn-tunisia
The Englishman looking to make football bigger than cricket in Bangladesh | Ben Fisher,football,2019-06-05T11:29:09Z,https://www.theguardian.com/football/2019/jun/05/englishman-football-bigger-cricket-bangladesh-jamie-day-world-cup-qualifiers,https://content.guardianapis.com/football/2019/jun/05/englishman-football-bigger-cricket-bangladesh-jamie-day-world-cup-qualifiers
Low pay in the garment industry still a reality despite pledges – study,fashion,2019-05-30T12:27:11Z,https://www.theguardian.com/fashion/2019/may/30/despite-fashion-living-wage-pledges-low-pay-still-a-reality-study-says,https://content.guardianapis.com/fashion/2019/may/30/despite-fashion-living-wage-pledges-low-pay-still-a-reality-study-says
Feminist lawyers of South Asia rally to aid of #MeToo survivors,world,2019-05-04T13:00:11Z,https://www.theguardian.com/world/2019/may/04/feminist-lawyers-south-asia-rally-to-support-of-metoo-survivors,https://content.guardianapis.com/world/2019/may/04/feminist-lawyers-south-asia-rally-to-support-of-metoo-survivors
"Shamima Begum would face death penalty in Bangladesh, says minister",uk-news,2019-05-04T12:47:34Z,https://www.theguardian.com/uk-news/2019/may/04/shamima-begum-would-face-death-penalty-in-bangladesh-says-minister,https://content.guardianapis.com/uk-news/2019/may/04/shamima-begum-would-face-death-penalty-in-bangladesh-says-minister
The Curry House Kid review – Akram Khan’s memories of serving drunk white racists,tv-and-radio,2019-04-29T22:05:18Z,https://www.theguardian.com/tv-and-radio/2019/apr/29/curry-house-kid-review-five-stars-akram-khan-drunk-white-racists,https://content.guardianapis.com/tv-and-radio/2019/apr/29/curry-house-kid-review-five-stars-akram-khan-drunk-white-racists
Girls in Bangladesh learn to talk their way out of forced marriage,global-development,2019-04-29T06:00:45Z,https://www.theguardian.com/global-development/2019/apr/29/girls-in-bangladesh-learn-to-talk-their-way-out-of-forced-marriage,https://content.guardianapis.com/global-development/2019/apr/29/girls-in-bangladesh-learn-to-talk-their-way-out-of-forced-marriage
"What, no Hayley Cropper in the Corrie screen queens list? | Brief letters",tv-and-radio,2019-04-25T16:24:24Z,https://www.theguardian.com/tv-and-radio/2019/apr/25/what-no-hayley-cropper-in-the-corrie-screen-queens-list,https://content.guardianapis.com/tv-and-radio/2019/apr/25/what-no-hayley-cropper-in-the-corrie-screen-queens-list
"Sri Lanka: boy, 8, related to Bangladeshi leader and UK MP, among young victims",world,2019-04-23T10:28:04Z,https://www.theguardian.com/world/2019/apr/23/sri-lanka-boy-8-related-to-bangladeshi-leader-sheikh-hasina-and-uk-mp-tulip-siddiq-among-young-victims,https://content.guardianapis.com/world/2019/apr/23/sri-lanka-boy-8-related-to-bangladeshi-leader-sheikh-hasina-and-uk-mp-tulip-siddiq-among-young-victims
Who Made My Clothes? Stand up for workers' rights with Fashion Revolution Week | Tamsin Blanchard,fashion,2019-04-22T11:49:30Z,https://www.theguardian.com/fashion/commentisfree/2019/apr/22/who-made-my-clothes-stand-up-for-workers-rights-with-fashion-revolution-week,https://content.guardianapis.com/fashion/commentisfree/2019/apr/22/who-made-my-clothes-stand-up-for-workers-rights-with-fashion-revolution-week
Bangladeshi teenager set on fire after accusing teacher of harassment,global-development,2019-04-18T12:34:23Z,https://www.theguardian.com/global-development/2019/apr/18/bangladesh-girl-set-on-fire-harassment-nusrat-jahan-rafi,https://content.guardianapis.com/global-development/2019/apr/18/bangladesh-girl-set-on-fire-harassment-nusrat-jahan-rafi
Life swap: the families forced to trade places after Indian Partition,cities,2019-04-12T11:51:36Z,https://www.theguardian.com/cities/2019/apr/12/life-swap-the-families-forced-to-trade-places-after-india-partition-india-pakistan-kolkata-dhaka,https://content.guardianapis.com/cities/2019/apr/12/life-swap-the-families-forced-to-trade-places-after-india-partition-india-pakistan-kolkata-dhaka
Bangladesh could take over workplace safety despite 'shocking unreadiness',global-development,2019-04-01T13:19:50Z,https://www.theguardian.com/global-development/2019/apr/01/bangladesh-accord-on-building-and-fire-safety,https://content.guardianapis.com/global-development/2019/apr/01/bangladesh-accord-on-building-and-fire-safety
'The builders don't care': Dhaka reels from another deadly blaze,world,2019-03-29T16:36:39Z,https://www.theguardian.com/world/2019/mar/29/builders-dont-care-dhaka-reacts-another-deadly-blaze-bangladesh,https://content.guardianapis.com/world/2019/mar/29/builders-dont-care-dhaka-reacts-another-deadly-blaze-bangladesh
Social workers can do so much more than just pick up the pieces,society,2019-03-19T00:05:02Z,https://www.theguardian.com/society/2019/mar/19/social-workers-more-than-just-pick-up-pieces,https://content.guardianapis.com/society/2019/mar/19/social-workers-more-than-just-pick-up-pieces
Several nationalities among Christchurch mosque victims,world,2019-03-16T18:35:15Z,https://www.theguardian.com/world/2019/mar/15/several-nationalities-among-christchurch-mosque-victims,https://content.guardianapis.com/world/2019/mar/15/several-nationalities-among-christchurch-mosque-victims
Bangladesh cricket team escape Christchurch mosque shooting,world,2019-03-15T02:59:17Z,https://www.theguardian.com/world/2019/mar/15/bangladesh-cricket-team-escaped-christchurch-mosque-shooting,https://content.guardianapis.com/world/2019/mar/15/bangladesh-cricket-team-escaped-christchurch-mosque-shooting
"22 of world's 30 most polluted cities are in India, Greenpeace says",cities,2019-03-05T15:43:03Z,https://www.theguardian.com/cities/2019/mar/05/india-home-to-22-of-worlds-30-most-polluted-cities-greenpeace-says,https://content.guardianapis.com/cities/2019/mar/05/india-home-to-22-of-worlds-30-most-polluted-cities-greenpeace-says
Global war on drugs could harm efforts to abolish death sentences - study,global-development,2019-03-01T14:36:22Z,https://www.theguardian.com/global-development/2019/mar/01/global-war-on-drugs-could-harm-efforts-to-abolish-death-sentences-study,https://content.guardianapis.com/global-development/2019/mar/01/global-war-on-drugs-could-harm-efforts-to-abolish-death-sentences-study
'Girl power' charity T-shirts made at exploitative Bangladeshi factory,business,2019-03-01T07:34:38Z,https://www.theguardian.com/business/2019/mar/01/charity-t-shirts-made-at-exploitative-bangladeshi-factory,https://content.guardianapis.com/business/2019/mar/01/charity-t-shirts-made-at-exploitative-bangladeshi-factory
Rohingya crisis: Bangladesh says it will not accept any more Myanmar refugees,world,2019-03-01T06:19:49Z,https://www.theguardian.com/world/2019/mar/01/rohingya-crisis-bangladesh-says-it-will-not-accept-any-more-myanmar-refugees,https://content.guardianapis.com/world/2019/mar/01/rohingya-crisis-bangladesh-says-it-will-not-accept-any-more-myanmar-refugees
How big tobacco keeps cancer rates high in countries like mine | Golam Mohiuddin Faruque,commentisfree,2019-02-25T13:20:49Z,https://www.theguardian.com/commentisfree/2019/feb/25/big-tobacco-industry-cancer-bangladesh-regulation-tax,https://content.guardianapis.com/commentisfree/2019/feb/25/big-tobacco-industry-cancer-bangladesh-regulation-tax
"Workers making clothes for Australian brands can’t afford to eat, Oxfam reports",fashion,2019-02-25T02:21:38Z,https://www.theguardian.com/fashion/2019/feb/25/australian-fashion-brand-workers-earning-51-cents-an-hour-oxfam-reports,https://content.guardianapis.com/fashion/2019/feb/25/australian-fashion-brand-workers-earning-51-cents-an-hour-oxfam-reports
"Shamima Begum will not be allowed here, says Bangladesh",uk-news,2019-02-20T18:57:48Z,https://www.theguardian.com/uk-news/2019/feb/20/rights-of-shamima-begums-son-not-affected-says-javid,https://content.guardianapis.com/uk-news/2019/feb/20/rights-of-shamima-begums-son-not-affected-says-javid
The Guardian view on Shamima Begum’s citizenship: removing it is not in Britain’s interest | Editorial,commentisfree,2019-02-20T18:31:13Z,https://www.theguardian.com/commentisfree/2019/feb/20/the-guardian-view-on-shamima-begums-citizenship-removing-it-is-not-in-britains-interest,https://content.guardianapis.com/commentisfree/2019/feb/20/the-guardian-view-on-shamima-begums-citizenship-removing-it-is-not-in-britains-interest
Shamima Begum: will the plan to revoke her citizenship succeed?,politics,2019-02-20T00:47:31Z,https://www.theguardian.com/politics/2019/feb/20/shamima-begum-could-the-plan-to-revoke-her-citizenship-be-stopped,https://content.guardianapis.com/politics/2019/feb/20/shamima-begum-could-the-plan-to-revoke-her-citizenship-be-stopped
"Myanmar army shelling villages in Rakhine state, rights group told",world,2019-02-11T00:01:01Z,https://www.theguardian.com/world/2019/feb/11/myanmar-army-shelling-villages-in-rakhine-state-rights-group-told,https://content.guardianapis.com/world/2019/feb/11/myanmar-army-shelling-villages-in-rakhine-state-rights-group-told
£14 can go a long way in Bangladesh | Letters,world,2019-01-23T18:05:24Z,https://www.theguardian.com/world/2019/jan/23/14-can-go-a-long-way-in-bangladesh,https://content.guardianapis.com/world/2019/jan/23/14-can-go-a-long-way-in-bangladesh
Factory that supplied Tesco compensated abused worker,global-development,2019-01-22T06:00:09Z,https://www.theguardian.com/world/2019/jan/22/bangladeshi-factory-that-supplied-tesco-and-marks-and-spencer-compensates-abused-worker,https://content.guardianapis.com/world/2019/jan/22/bangladeshi-factory-that-supplied-tesco-and-marks-and-spencer-compensates-abused-worker
The Guardian view on Bangladesh: when charity goes wrong | Editorial,commentisfree,2019-01-21T18:46:59Z,https://www.theguardian.com/commentisfree/2019/jan/21/the-guardian-view-on-bangladesh-when-charity-goes-wrong,https://content.guardianapis.com/commentisfree/2019/jan/21/the-guardian-view-on-bangladesh-when-charity-goes-wrong
"Tesco, Mothercare and M&S use factory paying workers 35p an hour",global-development,2019-01-21T18:44:20Z,https://www.theguardian.com/business/2019/jan/21/tesco-mothercare-marks-and-spencer-use-bangladesh-factory-spice-girls-tshirts,https://content.guardianapis.com/business/2019/jan/21/tesco-mothercare-marks-and-spencer-use-bangladesh-factory-spice-girls-tshirts
Why are wages so low for garment workers in Bangladesh?,global-development,2019-01-21T18:44:20Z,https://www.theguardian.com/business/2019/jan/21/low-wages-garment-workers-bangladesh-analysis,https://content.guardianapis.com/business/2019/jan/21/low-wages-garment-workers-bangladesh-analysis
Revealed: Spice Girls T-shirts made in factory paying staff 35p an hour,global-development,2019-01-20T18:00:25Z,https://www.theguardian.com/world/2019/jan/20/spice-girls-comic-relief-tshirts-made-bangladesh-factory-paying-staff-35p-an-hour,https://content.guardianapis.com/world/2019/jan/20/spice-girls-comic-relief-tshirts-made-bangladesh-factory-paying-staff-35p-an-hour
'Inhuman conditions': life in factory making Spice Girls T-shirts,global-development,2019-01-20T18:00:25Z,https://www.theguardian.com/world/2019/jan/20/bangladesh-factory-making-spice-girls-tshirts-workers-conditions,https://content.guardianapis.com/world/2019/jan/20/bangladesh-factory-making-spice-girls-tshirts-workers-conditions
Dearest Arundhati Roy: Shahidul Alam reflects on his time in prison,books,2019-01-11T17:40:56Z,https://www.theguardian.com/books/2019/jan/11/dearest-arundhati-roy-shahidul-alam-reflects-on-his-time-in-prison,https://content.guardianapis.com/books/2019/jan/11/dearest-arundhati-roy-shahidul-alam-reflects-on-his-time-in-prison
Mrinal Sen obituary,film,2019-01-07T13:32:06Z,https://www.theguardian.com/film/2019/jan/07/mrinal-sen-obituary,https://content.guardianapis.com/film/2019/jan/07/mrinal-sen-obituary
Bangladesh PM Hasina wins thumping victory in elections opposition reject as 'farcical',world,2018-12-31T05:24:47Z,https://www.theguardian.com/world/2018/dec/30/bangladesh-election-polls-open-after-campaign-marred-by-violence,https://content.guardianapis.com/world/2018/dec/30/bangladesh-election-polls-open-after-campaign-marred-by-violence
Bangladesh election: Sheikh Hasina heads for tainted victory,world,2018-12-27T23:34:04Z,https://www.theguardian.com/world/2018/dec/28/bangladesh-election-sheikh-hasina-heads-for-tainted-victory,https://content.guardianapis.com/world/2018/dec/28/bangladesh-election-sheikh-hasina-heads-for-tainted-victory
‘A gift from God’: the Rohingya refugees adopting orphaned babies | Sunaina Kumar and Fiona Weber-Steinhaus,global-development,2018-12-25T07:00:17Z,https://www.theguardian.com/global-development/2018/dec/25/rohingya-refugees-adopting-orphaned-babies,https://content.guardianapis.com/global-development/2018/dec/25/rohingya-refugees-adopting-orphaned-babies
Rohingya: end of monsoon prompts fresh wave of boats fleeing Myanmar,world,2018-12-05T09:33:56Z,https://www.theguardian.com/world/2018/dec/05/rohingya-end-of-monsoon-prompts-fresh-wave-of-boats-fleeing-myanmar,https://content.guardianapis.com/world/2018/dec/05/rohingya-end-of-monsoon-prompts-fresh-wave-of-boats-fleeing-myanmar
Footage shows 'prison-like units' built for Rohingya on Bangladesh island,world,2018-11-28T23:21:09Z,https://www.theguardian.com/world/2018/nov/29/footage-shows-prison-like-units-built-for-rohingya-on-bangladesh-island,https://content.guardianapis.com/world/2018/nov/29/footage-shows-prison-like-units-built-for-rohingya-on-bangladesh-island
Bangladesh to eject safety inspectors brought in after Rana Plaza disaster,world,2018-11-28T00:02:25Z,https://www.theguardian.com/world/2018/nov/28/international-inspectors-to-leave-bangladesh-after-factory-fire,https://content.guardianapis.com/world/2018/nov/28/international-inspectors-to-leave-bangladesh-after-factory-fire
What next for the Rohingya?,world,2018-11-22T02:12:10Z,https://www.theguardian.com/world/2018/nov/22/what-next-for-the-rohingya,https://content.guardianapis.com/world/2018/nov/22/what-next-for-the-rohingya
Deadliest year for dengue fever in Bangladesh as cases explode in Dhaka,global-development,2018-11-21T07:00:23Z,https://www.theguardian.com/global-development/2018/nov/21/deadliest-year-for-dengue-fever-in-bangladesh-as-cases-explode-in-dhaka,https://content.guardianapis.com/global-development/2018/nov/21/deadliest-year-for-dengue-fever-in-bangladesh-as-cases-explode-in-dhaka
Bangladesh admits no Rohingya willing to take repatriation offer,world,2018-11-15T13:40:29Z,https://www.theguardian.com/world/2018/nov/15/rohingya-refugee-repatriations-bangladesh-myanmar,https://content.guardianapis.com/world/2018/nov/15/rohingya-refugee-repatriations-bangladesh-myanmar
"Amid arrests and killings, Bangladesh and India must fight censorship | Arundhati Roy",books,2018-11-15T13:05:48Z,https://www.theguardian.com/books/2018/nov/15/bangladesh-india-democracy-pen-international-day-imprisoned-writer-shahidul-alam,https://content.guardianapis.com/books/2018/nov/15/bangladesh-india-democracy-pen-international-day-imprisoned-writer-shahidul-alam
The Guardian view on returning the Rohingya to Myanmar: don’t make them go | Editorial,commentisfree,2018-11-14T18:33:50Z,https://www.theguardian.com/commentisfree/2018/nov/14/the-guardian-view-on-returning-the-rohingya-to-myanmar-dont-make-them-go,https://content.guardianapis.com/commentisfree/2018/nov/14/the-guardian-view-on-returning-the-rohingya-to-myanmar-dont-make-them-go
Bangladesh army arrives in Rohingya refugee camps as repatriations loom,world,2018-11-14T06:20:10Z,https://www.theguardian.com/world/2018/nov/14/bangladesh-army-arrives-in-rohingya-refugee-camps-as-repatriations-loom,https://content.guardianapis.com/world/2018/nov/14/bangladesh-army-arrives-in-rohingya-refugee-camps-as-repatriations-loom
Rohingya refugees flee camps to avoid return to Myanmar,world,2018-11-13T04:51:10Z,https://www.theguardian.com/world/2018/nov/13/rohingya-refugees-flee-camps-to-avoid-return-to-myanmar,https://content.guardianapis.com/world/2018/nov/13/rohingya-refugees-flee-camps-to-avoid-return-to-myanmar
Rohingya fears grow as refugees face forcible return to Myanmar,world,2018-11-11T09:00:07Z,https://www.theguardian.com/world/2018/nov/11/rohingya-myanmar-bangladesh-genocide-repatriation-un-warning,https://content.guardianapis.com/world/2018/nov/11/rohingya-myanmar-bangladesh-genocide-repatriation-un-warning
UN criticises Rohingya deal between Myanmar and Bangladesh,world,2018-10-31T18:33:04Z,https://www.theguardian.com/world/2018/oct/31/un-criticises-rohingya-deal-between-myanmar-and-bangladesh,https://content.guardianapis.com/world/2018/oct/31/un-criticises-rohingya-deal-between-myanmar-and-bangladesh
Alex Hales signs up for Bangladesh T20 two years after ducking tour,sport,2018-10-09T17:25:00Z,https://www.theguardian.com/sport/2018/oct/09/alex-hales-signs-bangladesh-premier-league,https://content.guardianapis.com/sport/2018/oct/09/alex-hales-signs-bangladesh-premier-league
Global leaders must match fine words on migration with urgent action,global-development,2018-09-27T10:51:50Z,https://www.theguardian.com/global-development/2018/sep/27/global-leaders-must-match-fine-words-on-migration-with-urgent-action-refugees-francesco-rocca,https://content.guardianapis.com/global-development/2018/sep/27/global-leaders-must-match-fine-words-on-migration-with-urgent-action-refugees-francesco-rocca
Naeem Mohaiemen: ‘I wanted to take the documentary form and jar it’,artanddesign,2018-09-22T12:00:21Z,https://www.theguardian.com/artanddesign/2018/sep/22/naeem-mohaiemen-turner-prize-2018-documentary,https://content.guardianapis.com/artanddesign/2018/sep/22/naeem-mohaiemen-turner-prize-2018-documentary
British artists join fight for release of Bangladeshi photojournalist,world,2018-09-02T07:59:18Z,https://www.theguardian.com/world/2018/sep/02/british-art-world-fight-release-shahidul-alam-bangladeshi-photojournalist,https://content.guardianapis.com/world/2018/sep/02/british-art-world-fight-release-shahidul-alam-bangladeshi-photojournalist
Aung San Suu Kyi stays silent on UN report on Rohingya genocide,world,2018-08-28T12:24:53Z,https://www.theguardian.com/world/2018/aug/28/aung-san-suu-kyis-response-to-un-report-on-rohingya-genocide-silence,https://content.guardianapis.com/world/2018/aug/28/aung-san-suu-kyis-response-to-un-report-on-rohingya-genocide-silence
I am a Rohingya refugee: we will become like animals if we stay in these camps | Noor Ilyas,world,2018-08-27T03:08:53Z,https://www.theguardian.com/world/2018/aug/27/i-am-a-rohingya-refugee-we-will-become-like-animals-if-we-stay-in-these-camps,https://content.guardianapis.com/world/2018/aug/27/i-am-a-rohingya-refugee-we-will-become-like-animals-if-we-stay-in-these-camps
'I try to bury that pain': Rohingya refugees on the trauma they carry,global-development,2018-08-25T07:00:37Z,https://www.theguardian.com/global-development/2018/aug/25/i-try-to-bury-that-pain-rohingya-refugees-on-the-trauma-they-carry,https://content.guardianapis.com/global-development/2018/aug/25/i-try-to-bury-that-pain-rohingya-refugees-on-the-trauma-they-carry
'We cannot go back': grim future facing Rohingya one year after attacks,global-development,2018-08-25T05:37:07Z,https://www.theguardian.com/global-development/2018/aug/24/rohingya-one-year-after-attacks,https://content.guardianapis.com/global-development/2018/aug/24/rohingya-one-year-after-attacks
The Rohingya refugee crisis speaks to the worst acts of humanity,global-development,2018-08-22T10:26:30Z,https://www.theguardian.com/global-development/2018/aug/22/rohingya-refugee-crisis-speaks-worst-acts-humanity-myanmar-bangladesh,https://content.guardianapis.com/global-development/2018/aug/22/rohingya-refugee-crisis-speaks-worst-acts-humanity-myanmar-bangladesh
"One year on, a million Rohingya refugees still fear for their lives | Rushanara Ali",commentisfree,2018-08-16T15:16:00Z,https://www.theguardian.com/commentisfree/2018/aug/16/rohingya-refugees-bangladesh-camps-international-aid,https://content.guardianapis.com/commentisfree/2018/aug/16/rohingya-refugees-bangladesh-camps-international-aid
Boy who saluted Indian flag in viral flood photo faces deportation,world,2018-08-16T09:06:35Z,https://www.theguardian.com/world/2018/aug/16/boy-who-saluted-indian-flag-in-viral-flood-photo-faces-deportation,https://content.guardianapis.com/world/2018/aug/16/boy-who-saluted-indian-flag-in-viral-flood-photo-faces-deportation
Arrest of Shahidul Alam is an attack on rights in Bangladesh | Letters,world,2018-08-12T16:19:50Z,https://www.theguardian.com/world/2018/aug/12/arrest-of-shahidul-alam-is-an-attack-on-rights-in-bangladesh,https://content.guardianapis.com/world/2018/aug/12/arrest-of-shahidul-alam-is-an-attack-on-rights-in-bangladesh
'None will be spared': students fear reprisals over Bangladesh unrest,world,2018-08-10T04:00:27Z,https://www.theguardian.com/world/2018/aug/10/none-will-be-spared-students-fear-reprisals-over-bangladesh-unrest,https://content.guardianapis.com/world/2018/aug/10/none-will-be-spared-students-fear-reprisals-over-bangladesh-unrest
The Guardian view on Shahidul Alam: Bangladesh should let him go | Editorial,commentisfree,2018-08-08T17:16:23Z,https://www.theguardian.com/commentisfree/2018/aug/08/the-guardian-view-on-shahidul-alam-bangladesh-should-let-him-go,https://content.guardianapis.com/commentisfree/2018/aug/08/the-guardian-view-on-shahidul-alam-bangladesh-should-let-him-go
Bangladesh struggles to contain mass road-safety protests,world,2018-08-06T17:15:24Z,https://www.theguardian.com/world/2018/aug/06/bangladesh-mass-road-safety-protests-death-penalty-traffic,https://content.guardianapis.com/world/2018/aug/06/bangladesh-mass-road-safety-protests-death-penalty-traffic
Flame fades for Rohingya families amid mud and monsoons in Bangladesh,global-development,2018-08-06T04:00:27Z,https://www.theguardian.com/global-development/2018/aug/06/flame-fades-for-rohingya-families-amid-mud-and-monsoons-in-bangladesh,https://content.guardianapis.com/global-development/2018/aug/06/flame-fades-for-rohingya-families-amid-mud-and-monsoons-in-bangladesh
UK couple jailed after trying to force daughter to marry,uk-news,2018-07-30T14:20:00Z,https://www.theguardian.com/uk-news/2018/jul/30/uk-couple-jailed-trying-to-force-daughter-marry-in-bangladesh,https://content.guardianapis.com/uk-news/2018/jul/30/uk-couple-jailed-trying-to-force-daughter-marry-in-bangladesh
Briton detained over Bangladesh terror attack is cleared by police,world,2018-07-24T01:25:34Z,https://www.theguardian.com/world/2018/jul/24/briton-detained-over-bangladesh-holey-bakery-attack-cleared-by-police,https://content.guardianapis.com/world/2018/jul/24/briton-detained-over-bangladesh-holey-bakery-attack-cleared-by-police
'Our men are leaving us': the Rohingya women facing life alone,global-development,2018-06-28T06:00:00Z,https://www.theguardian.com/global-development/2018/jun/28/our-men-are-leaving-us-the-rohingya-women-facing-life-alone,https://content.guardianapis.com/global-development/2018/jun/28/our-men-are-leaving-us-the-rohingya-women-facing-life-alone
Gang raped and set on fire: ICC pushes to investigate Myanmar Rohingya atrocities,world,2018-06-22T23:30:41Z,https://www.theguardian.com/world/2018/jun/23/myanmar-icc-pushes-to-investigate-rohingya-atrocities-rape-fire,https://content.guardianapis.com/world/2018/jun/23/myanmar-icc-pushes-to-investigate-rohingya-atrocities-rape-fire
Three Rohingya refugees killed as monsoon rains hit Cox's Bazar,world,2018-06-13T00:27:59Z,https://www.theguardian.com/world/2018/jun/13/three-rohingya-refugees-killed-as-monsoon-rains-hit-coxs-bazar,https://content.guardianapis.com/world/2018/jun/13/three-rohingya-refugees-killed-as-monsoon-rains-hit-coxs-bazar
Audio clip 'captures Bangladeshi police killing drugs suspect',world,2018-06-06T11:03:59Z,https://www.theguardian.com/world/2018/jun/06/audio-clip-captures-bangladeshi-police-killing-drugs-suspect-akramul-haque,https://content.guardianapis.com/world/2018/jun/06/audio-clip-captures-bangladeshi-police-killing-drugs-suspect-akramul-haque
Brands including Ikea shun new safety accord after Rana Plaza disaster,world,2018-06-06T05:42:09Z,https://www.theguardian.com/world/2018/jun/06/rana-plaza-disaster-bangladesh-brands-ikea-new-safety-accord,https://content.guardianapis.com/world/2018/jun/06/rana-plaza-disaster-bangladesh-brands-ikea-new-safety-accord
David Miliband: world must step up support for Rohingya refugees,world,2018-06-05T12:42:20Z,https://www.theguardian.com/world/2018/jun/05/david-miliband-world-must-step-up-support-rohingya-refugees-monsoon-bangladesh,https://content.guardianapis.com/world/2018/jun/05/david-miliband-world-must-step-up-support-rohingya-refugees-monsoon-bangladesh
Richard Wilson obituary,science,2018-06-03T16:49:21Z,https://www.theguardian.com/science/2018/jun/03/richard-wilson-obituary,https://content.guardianapis.com/science/2018/jun/03/richard-wilson-obituary
Myanmar and UN announce deal for return of Rohingya,global,2018-06-01T00:17:17Z,https://www.theguardian.com/global/2018/jun/01/myanmar-and-un-announce-deal-for-safe-return-of-rohingya,https://content.guardianapis.com/global/2018/jun/01/myanmar-and-un-announce-deal-for-safe-return-of-rohingya
Returning artefacts of empire isn’t so simple | Letters,culture,2018-05-29T17:23:09Z,https://www.theguardian.com/culture/2018/may/29/returning-artefacts-of-empire-isnt-so-simple,https://content.guardianapis.com/culture/2018/may/29/returning-artefacts-of-empire-isnt-so-simple
Bangladesh's Philippines-style drugs war creating 'atmosphere of terror',world,2018-05-25T00:45:43Z,https://www.theguardian.com/world/2018/may/25/bangladeshs-philippines-style-drugs-war-creating-atmosphere-of-terror,https://content.guardianapis.com/world/2018/may/25/bangladeshs-philippines-style-drugs-war-creating-atmosphere-of-terror
'Our trust is destroyed': sister's tribute at Grenfell inquiry,uk-news,2018-05-24T15:52:46Z,https://www.theguardian.com/uk-news/2018/may/24/i-love-you-mum-tributes-paid-day-four-grenfell-inquiry,https://content.guardianapis.com/uk-news/2018/may/24/i-love-you-mum-tributes-paid-day-four-grenfell-inquiry
Fatal elephant attacks on Rohingya refugees push Bangladesh to act,global-development,2018-05-09T13:07:48Z,https://www.theguardian.com/global-development/2018/may/09/fatal-elephant-attacks-on-rohingya-refugees-push-bangladesh-to-act,https://content.guardianapis.com/global-development/2018/may/09/fatal-elephant-attacks-on-rohingya-refugees-push-bangladesh-to-act
Now Rohingya refugees are threatened by monsoons. Britain must help | Jo Stevens,commentisfree,2018-05-07T12:59:15Z,https://www.theguardian.com/commentisfree/2018/may/07/rohingya-refugees-monsoon-myanmar-bangladesh,https://content.guardianapis.com/commentisfree/2018/may/07/rohingya-refugees-monsoon-myanmar-bangladesh
"Nine months after Myanmar assaults, Rohingya camps ready for spate of births",world,2018-04-30T23:00:43Z,https://www.theguardian.com/world/2018/may/01/nine-months-after-myanmar-assaults-rohingya-camps-ready-for-spate-of-births,https://content.guardianapis.com/world/2018/may/01/nine-months-after-myanmar-assaults-rohingya-camps-ready-for-spate-of-births
UN security council overwhelmed by suffering at Rohingya camps,world,2018-04-29T17:17:09Z,https://www.theguardian.com/world/2018/apr/29/un-security-council-overwhelmed-by-suffering-at-rohingya-camps,https://content.guardianapis.com/world/2018/apr/29/un-security-council-overwhelmed-by-suffering-at-rohingya-camps
Aung San Suu Kyi seeks new relationship with UN over Rohingya crisis,world,2018-04-28T04:00:04Z,https://www.theguardian.com/world/2018/apr/28/aung-san-suu-kyi-un-relationship-rohingya-crisis,https://content.guardianapis.com/world/2018/apr/28/aung-san-suu-kyi-un-relationship-rohingya-crisis
